E,FSR_primary,FSR_secondary,IFA_primary,IFA_secondary,direct_gamma_primary,direct_gamma_secondary,total,total_primary,total_secondary
1042.4,3.422268e+16,15346650000000.0,6.278477e+17,326581400000000.0,1.20984e+18,6.964e+16,1.94189230805e+18,1.87191038e+18,6.998192805e+16
1096.68,2.678424e+16,10180170000000.0,5.009595e+17,219801900000000.0,1.29736e+18,5.096e+16,1.87629372207e+18,1.82510374e+18,5.118998207e+16
1153.78,2.058563e+16,6528922000000.0,3.928982e+17,145452200000000.0,1.35876e+18,3.665e+16,1.809045811122e+18,1.77224383e+18,3.6801981122e+16
1213.86,1.55536e+16,4161205000000.0,3.030899e+17,94966220000000.0,1.37977e+18,2.585e+16,1.724362627425e+18,1.6984135e+18,2.5949127425e+16
1277.06,1.1579650000000004e+16,2580812000000.0,2.3032050000000006e+17,60826560000000.0,1.34952e+18,1.819e+16,1.609673557372e+18,1.59142015e+18,1.8253407372e+16
1343.56,8508427000000002.0,1583543000000.0,1.7262180000000003e+17,38297520000000.0,1.2520100000000003e+18,1.262e+16,1.4458001080630003e+18,1.4331402270000003e+18,1.2659881063e+16
1413.52,6189640000000002.0,979106700000.0,1.2788500000000003e+17,23775470000000.0,1.1011300000000004e+18,8880000000000000.0,1.2441093945767004e+18,1.2352046400000005e+18,8904754576700000.0
1487.12,4469846000000000.0,578050200000.0,9.381792e+16,14508830000000.0,9.12315e+17,5970000000000000.0,1.0165878528802e+18,1.010602766e+18,5985086880200000.0
1564.55,3205694000000001.0,336622700000.0,6.829791000000002e+16,8757233000000.0,7.141480000000005e+17,3945000000000000.0,7.896056978557005e+17,7.856516040000005e+17,3954093855700000.0
1646.01,2285234000000000.0,188953300000.0,4.931094e+16,5163155000000.0,5.2955299999999994e+17,2590000000000000.0,5.837445261083e+17,5.81149174e+17,2595352108300000.0
1731.72,1611400000000000.0,104325000000.0,3.528111e+16,2980902000000.0,3.76616e+17,1683000000000000.0,4.15194595227e+17,4.1350851e+17,1686085227000000.0
1821.89,1116177000000000.0,60512320000.0,2.494265e+16,1698290000000.0,2.5864e+17,1037000000000000.0,2.8573758580232e+17,2.84698827e+17,1038758802320000.0
1916.75,753178000000000.0,34805780000.0,1.735053e+16,960968500000.0,1.71735e+17,629000000000000.0,1.9046870377428e+17,1.89838708e+17,629995774280000.0
2016.55,489161200000000.0,18564250000.0,1.179323e+16,552910700000.0,1.14363e+17,381000000000000.0,1.2702696267495e+17,1.266453912e+17,381571474950000.0
2121.55,304575700000000.0,10316280000.0,7860590000000000.0,318925700000.0,7.55724e+16,214700000000000.0,8.395259494198e+16,8.37375657e+16,215029241980000.0
2232.02,182326600000000.0,7157075000.0,5141134000000000.0,179993100000.0,5.07337e+16,121200000000000.0,5.6178547750175e+16,5.60571606e+16,121387150175000.0
2348.23,105478900000000.0,3293159000.0,3372064000000000.0,103381200000.0,3.47696e+16,69800000000000.0,3.8317049574359e+16,3.82471429e+16,69906674359000.0
2470.5,59936640000000.0,1268378000.0,2422507000000000.0,63706200000.0,2.32726e+16,37100000000000.0,2.5792208614578e+16,2.575504364e+16,37164974578000.0
2599.14,33583000000000.0,773732800.0,2001897000000000.0,39491020000.0,1.47873e+16,18800000000000.0,1.68416202647528e+16,1.682278e+16,18840264752800.0
2734.47,18572880000000.0,320639100.0,1861308000000000.0,27056030000.0,8679060000000000.0,10050000000000.0,1.05690182566691e+16,1.055894088e+16,10077376669100.0
2876.85,10103190000000.0,76866380.0,1820184000000000.0,23843500000.0,4652860000000000.0,4750000000000.0,6487921110366380.0,6483147190000000.0,4773920366380.0
3026.65,5196166000000.0,62334540.0,1761100000000000.0,21747340000.0,2458450000000000.0,2250000000000.0,4227017975674540.0,4224746166000000.0,2271809674540.0
3184.24,2506361000000.0,33274820.0,1537238000000000.0,17782330000.0,1246510000000000.0,910000000000.0,2787182176604820.0,2786254361000000.0,927815604820.0
3350.04,1149303000000.0,14461930.0,1184964000000000.0,13699050000.0,640091000000000.0,365000000000.0,1826583016511930.0,1826204303000000.0,378713511930.0
3524.47,505136700000.0,2069982.0,0.0,9872680000.0,334763000000000.0,152000000000.0,335430011449982.0,335268136700000.0,161874749982.0
3707.99,221437400000.00037,1080096.0,0.0,5555925000.0,160062000000000.44,55000000000.0,160343994405096.44,160283437400000.44,60557005096.0
3901.06,93692080000.00018,177852.3,0.0,2694050000.0,70551700000000.2,24600000000.0,70672686307852.5,70645392080000.2,27294227852.3
4104.18,36696170000.0,0.0,0.0,1197793000.0,28730600000000.0,7700000000.0,28776193963000.0,28767296170000.0,8897793000.0
4317.88,13615390000.0,0.0,0.0,0.0,10986000000000.0,3500000000.0,11003115390000.0,10999615390000.0,3500000000.0
4542.71,4673243000.000025,0.0,0.0,0.0,4586519999999.989,1390000000.0,4592583242999.989,4591193242999.989,1390000000.0
4779.24,1583128000.0,0.0,0.0,0.0,1710790000000.0,620000000.0,1712993128000.0,1712373128000.0,620000000.0
5028.09,516153500.0,0.0,0.0,0.0,561258000000.0,189000000.0,561963153500.0,561774153500.0,189000000.0
5289.89,146750300.0000009,0.0,0.0,0.0,180377999999.99957,60000000.0,180584750299.99957,180524750299.99957,60000000.0
5565.33,40652370.0,0.0,0.0,0.0,54019900000.0,12600000.0,54073152370.0,54060552370.0,12600000.0
5855.11,10640510.0,0.0,0.0,0.0,16230500000.0,2700000.0,16243840510.0,16241140510.0,2700000.0
6159.98,2465026.0,0.0,0.0,0.0,4163670000.0,900000.0,4167035026.0,4166135026.0,900000.0
6480.72,570710.0,0.0,0.0,0.0,928229000.0,196000.0,928995710.0,928799710.0,196000.0
6818.16,114949.4,0.0,0.0,0.0,240401000.0,36000.0,240551949.4,240515949.4,36000.0
7173.17,21635.55,0.0,0.0,0.0,47275600.0,9400.0,47306635.55,47297235.55,9400.0
7546.67,3800.691,0.0,0.0,0.0,8785530.0,1720.0,8791050.691,8789330.691,1720.0
7939.62,569.493,0.0,0.0,0.0,1689760.0,140.0,1690469.493,1690329.493,140.0
8353.02,85.09507,0.0,0.0,0.0,234447.0,35.0,234567.09507,234532.09507,35.0
8787.95,10.66571,0.0,0.0,0.0,37499.4,7.0,37517.06571,37510.06571,7.0
9245.53,1.066055,0.0,0.0,0.0,4808.4,0.67,4810.136055,4809.466055,0.67
9726.93,0.130669,0.0,0.0,0.0,466.082,0.101,466.313669,466.212669,0.101
10233.4,0.01088186,0.0,0.0,0.0,60.025800000000004,0.0043,60.04098186,60.03668186,0.0043
10766.2,0.0008600828000000322,0.0,0.0,0.0,4.901609999999986,0.0047,4.907170082799985,4.902470082799986,0.0047
11326.8,6.578670000000238e-05,0.0,0.0,0.0,0.3871640000000154,0.000255,0.3874847867000154,0.3872297867000154,0.000255
11916.6,3.288319e-06,0.0,0.0,0.0,0.030510000000000002,9e-07,0.030514188319000005,0.030513288319000003,9e-07
12537.1,2.083534e-07,0.0,0.0,0.0,0.00145049,6e-08,0.0014507583534000001,0.0014506983534,6e-08
13189.9,9.309623e-09,0.0,0.0,0.0,9.703970000000001e-05,1.5e-09,9.705050962300001e-05,9.704900962300001e-05,1.5e-09
13876.6,3.843965e-10,0.0,0.0,0.0,4.3235499999999995e-06,7.18e-09,4.331114396499999e-06,4.323934396499999e-06,7.18e-09
14599.2,1.1815820000000911e-11,0.0,0.0,0.0,1.8018899999999958e-07,9.9999999999e-13,1.8020181581999958e-07,1.8020081581999958e-07,9.9999999999e-13
15359.3,3.253446e-13,0.0,0.0,0.0,5.53889e-09,1.137e-11,5.550585344599999e-09,5.5392153445999995e-09,1.137e-11
16159.1,8.620226000000703e-15,0.0,0.0,0.0,1.5165299999999968e-10,2e-14,1.5168162022599967e-10,1.5166162022599968e-10,2e-14
17000.5,1.68398e-16,0.0,0.0,0.0,4.03592e-12,3.6e-16,4.0364483980000006e-12,4.036088398e-12,3.6e-16
17885.7,2.375312e-18,0.0,0.0,0.0,7.94781e-14,8e-19,7.948127531199999e-14,7.948047531199999e-14,8e-19
18816.9,3.297877e-20,0.0,0.0,0.0,1.11508e-15,3.84e-18,1.11895297877e-15,1.11511297877e-15,3.84e-18
19796.7,3.556114e-22,0.0,0.0,0.0,1.53979e-17,2.19e-20,1.54201556114e-17,1.53982556114e-17,2.19e-20
20827.5,2.500876e-24,0.0,0.0,0.0,1.6779e-19,1.18e-22,1.67910500876e-19,1.67792500876e-19,1.18e-22
21912.0,1.750561e-26,0.0,0.0,0.0,1.1736199999999998e-21,4e-26,1.1736775056099999e-21,1.1736375056099998e-21,4e-26
23052.9,8.230155e-29,0.0,0.0,0.0,8.15357e-24,1.45e-27,8.15510230155e-24,8.15365230155e-24,1.45e-27
24253.2,2.810016e-31,0.0,0.0,0.0,3.8880200000000003e-26,1.877e-28,3.9068181001600004e-26,3.8880481001600003e-26,1.877e-28
25516.1,8.634364000008126e-34,0.0,0.0,0.0,1.3044100000010632e-28,3e-33,1.3044486343650631e-28,1.3044186343650632e-28,3e-33
26844.6,1.490712e-36,0.0,0.0,0.0,4.05521e-31,4.752e-33,4.10274490712e-31,4.05522490712e-31,4.752e-33
28242.4,2.516316e-39,0.0,0.0,0.0,6.945180000000001e-34,3.944e-36,6.984645163160001e-34,6.94520516316e-34,3.944e-36
29713.0,2.21751e-42,0.0,0.0,0.0,1.17436e-36,2.4e-40,1.1746022175100001e-36,1.17436221751e-36,2.4e-40
31260.1,1.857187000005483e-45,0.0,0.0,0.0,1.0328800000027829e-39,2e-44,1.0329018571897828e-39,1.0328818571897828e-39,2e-44
32887.7,7.98895300008277e-49,0.0,0.0,0.0,8.68357000004613e-43,2.725e-44,8.95607798899913e-43,8.68357798899913e-43,2.725e-44
34600.2,2.8991530000340647e-52,0.0,0.0,0.0,3.6858000000369234e-46,8.9e-50,3.6866928991899235e-46,3.685802899189924e-46,8.9e-50
36401.7,6.344275e-56,0.0,0.0,0.0,1.37201e-49,9.913e-51,1.4711406344275e-49,1.3720106344275e-49,9.913e-51
38297.1,8.046759e-60,0.0,0.0,0.0,2.90047e-53,2.8358e-54,3.1840508046759e-53,2.9004708046759e-53,2.8358e-54
40291.2,8.067261000288097e-64,0.0,0.0,0.0,3.773030000104437e-57,2.9531e-58,4.0683408068305375e-57,3.7730308068305373e-57,2.9531e-58
42389.1,4.434234e-68,0.0,0.0,0.0,3.82309e-61,5.5016e-62,4.373250443423401e-61,3.8230904434234004e-61,5.5016e-62
44596.3,1.304104e-72,0.0,0.0,0.0,2.0292900000000002e-65,1e-70,2.0293001304104003e-65,2.0292901304104002e-65,1e-70
46918.3,2.452332e-77,0.0,0.0,0.0,5.99504e-70,3.94223e-70,9.9372702452332e-70,5.9950402452332e-70,3.94223e-70
49361.3,2.829363e-82,0.0,0.0,0.0,1.16578e-74,5.1506e-75,1.68084002829363e-74,1.16578002829363e-74,5.1506e-75
51931.5,1.785979e-87,0.0,0.0,0.0,1.36668e-79,3e-84,1.3667100178597898e-79,1.3666800178597898e-79,3e-84
54635.5,5.841005e-93,0.0,0.0,0.0,8.58423e-85,1.78087e-85,1.036510005841005e-84,8.584230058410051e-85,1.78087e-85
57480.3,9.704041e-99,0.0,0.0,0.0,2.78314e-90,4.7739e-91,3.2605300097040412e-90,2.7831400097040413e-90,4.7739e-91
60473.2,7.971469e-105,0.0,0.0,0.0,4.61769e-96,2.277781e-95,2.739550000797147e-95,4.617690007971469e-96,2.277781e-95
63622.0,3.085966e-111,0.0,0.0,0.0,3.83259e-102,5.22e-105,3.8378100030859665e-102,3.832590003085966e-102,5.22e-105
66934.7,5.345627132921001e-118,0.0,0.0,0.0,1.5167600163457847e-108,6.6e-112,1.5174200168803475e-108,1.5167600168803474e-108,6.6e-112
70419.9,4.199369e-125,0.0,0.0,0.0,2.6743e-115,1.77e-118,2.676070000419937e-115,2.674300000419937e-115,1.77e-118
74086.6,1.616324e-132,0.0,0.0,0.0,2.04399e-122,2.18e-125,2.0461700001616324e-122,2.0439900001616324e-122,2.18e-125
77944.2,2.463941e-140,0.0,0.0,0.0,7.46403e-130,1.23e-133,7.465260000246394e-130,7.464030000246394e-130,1.23e-133
82002.6,1.205069e-148,0.0,0.0,0.0,1.2191e-137,1.140149e-135,1.1523400000001206e-135,1.2191000000120508e-137,1.140149e-135
86272.4,2.942989021552116e-157,0.0,0.0,0.0,6.04642432406526e-146,2.78e-149,6.049204324094691e-146,6.04642432409469e-146,2.78e-149
90764.5,1.869055e-166,0.0,0.0,0.0,1.4082899999999999e-154,2.51e-157,1.4108000000018689e-154,1.408290000001869e-154,2.51e-157
95490.4,5.278526e-176,0.0,0.0,0.0,9.537009999999999e-164,1.3580846299e-159,1.35818e-159,9.537010000005277e-164,1.3580846299e-159
100463.0,4.078357e-186,0.0,0.0,0.0,2.72626e-173,1.73e-176,2.727990000000408e-173,2.726260000000408e-173,1.73e-176
105693.0,8.668013e-197,0.0,0.0,0.0,1.93851e-183,2.3732180615e-177,2.37322000001e-177,1.9385100000000865e-183,2.3732180615e-177
111197.0,5.495317e-208,0.0,0.0,0.0,4.3343899999999996e-194,3.56e-197,4.3379500000000547e-194,4.3343900000000544e-194,3.56e-197
116987.0,9.341857e-220,0.0,0.0,0.0,2.92601e-205,1.31e-208,2.927320000000009e-205,2.926010000000009e-205,1.31e-208
123078.0,3.948876e-232,0.0,0.0,0.0,5.07619e-217,3.7e-220,5.079890000000004e-217,5.076190000000004e-217,3.7e-220
129486.0,4.15479587971382e-245,0.0,0.0,0.0,2.0789299999999954e-229,3.8584399792e-221,3.8584399999893e-221,2.0789299999999958e-229,3.8584399792e-221
136229.0,8.155326e-259,0.0,0.0,0.0,2.0154599999999997e-242,4.2e-246,2.0158799999999995e-242,2.0154599999999997e-242,4.2e-246
143322.0,2.756505e-273,0.0,0.0,0.0,4.57937e-256,2.88e-259,4.5822499999999996e-256,4.57937e-256,2.88e-259
150785.0,2.096335e-288,0.0,0.0,0.0,1.56844e-270,7.3e-274,1.56917e-270,1.56844e-270,7.3e-274
158636.0,2.310857e-304,0.0,0.0,0.0,1.2146300000000001e-285,1.61e-288,1.21624e-285,1.2146300000000001e-285,1.61e-288
166896.0,0.0,0.0,0.0,0.0,1.20099e-301,4.7e-305,1.20146e-301,1.20099e-301,4.7e-305
175586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375967.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
691320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
727317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
765187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
891045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
937441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
986252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1037610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1091630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1148470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1208270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1271180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1337370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1407010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1480270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1557340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1638430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1813500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1907920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2111780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2221740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2337420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2459130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2587170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2721880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2863610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3012710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3169580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3334620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3508250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3690920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3883100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4085290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4298000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4521790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4757240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5004940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5265540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5539710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5828150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6131620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6450880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6786770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7140150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7511930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7903070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8314570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8747500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9202970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9682150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10186300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10716700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11274700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11861700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12479400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13129100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13812800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14532000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15288600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16084700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16922200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17803300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18730300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19705600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20731600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21811100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22946800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24141600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25398600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26721100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28112400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29576200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31116200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32736300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34440900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36234200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38120800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40105700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42194000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44391000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46702300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49134100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51692400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54384000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57215700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60194800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63329100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66626500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70095700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73745500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77585300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81625100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85875200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90346600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95050800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
